Camera Time (s),A X (μm),A Y (μm),A Z (μm),B X (μm),B Y (μm),B Z (μm)
1.6981730945365887,6.677566144943237,7.898470287322998,-0.40441411763937163,7.409325561882928,7.860278077125549,-0.0539391256615667
1.7691187892439915,6.678223549842834,7.896685519695281,-0.4051095810012062,7.409777706810972,7.8599349985122675,-0.057079574452768456
1.840048305864415,6.678276250839233,7.89876995897293,-0.40514680085512667,7.40799417505972,7.859473360061645,-0.05731252917299176
1.9109940005718178,6.676978915214538,7.89717483139038,-0.4045270997340136,7.409413609323557,7.8596313934326165,-0.054820688293003794
1.9819396952792205,6.678452663421631,7.897138142585754,-0.4045818903819169,7.408120033660903,7.859108943462371,-0.054621552627865624
2.0528692118996443,6.677859794616698,7.8975434598922725,-0.40463535849693977,7.407032079063355,7.858738121986389,-0.05466236221389015
2.1238149066070466,6.677626364707947,7.896582484722137,-0.40480577630524583,7.4089287673700595,7.858770877361297,-0.05718877788203777
2.1947606013144494,6.677264489173889,7.896920446395874,-0.40494067465904915,7.408164827685803,7.858269208431244,-0.05590138658957906
2.265690117934873,6.676327636718749,7.8972948184013365,-0.405107124868714,7.4074247182384125,7.858667181015014,-0.05589760792420642
2.336635812642276,6.677576030731201,7.897234215736389,-0.4042801639519115,7.408497007987462,7.85843618774414,-0.05657436689244638
2.4075815073496787,6.677604434967041,7.897812952041625,-0.4048307154967053,7.407748071506619,7.858420628070831,-0.05597752669683777
2.4785110239701025,6.677000775337219,7.896973808765411,-0.40485943335353736,7.408607216153293,7.857923066616058,-0.05634046750587992
2.549456718677505,6.678318578720092,7.897706853866577,-0.40443244416642893,7.40709263984859,7.858208640575408,-0.056256770067875925
2.6204024133849075,6.677391403198242,7.8979016456604,-0.4043678289885568,7.4077677018065,7.858065714359283,-0.057049911929593224
2.6913319300053313,6.676025632858276,7.896328656673431,-0.40455676225718884,7.407034201331436,7.856984543323517,-0.05616079196741085
2.762277624712734,6.6778031949996945,7.898184574127197,-0.4042769520863448,7.408104068923741,7.858310735702514,-0.05609296492397195
2.833223319420137,6.677144119262695,7.896469703197479,-0.40445795015769426,7.408168300166726,7.858339940547943,-0.05662537887497703
2.9041528360405606,6.678109515190124,7.896002425670623,-0.40450159374274824,7.4080332204140715,7.858080055713653,-0.056439279605374475
2.9750985307479634,6.676586338043212,7.896798370838165,-0.4044197856374306,7.408003451960161,7.858267502784728,-0.05970858088578328
3.0460442254553657,6.677630681037902,7.89624097251892,-0.40479273990971026,7.409265428563113,7.857533343791961,-0.05754623962628959
3.1169737420757895,6.676539902687073,7.896999149799346,-0.4041554679946144,7.407558054272085,7.857719537734985,-0.056669400326568295
3.1879194367831922,6.6768706588745115,7.897020035266876,-0.4042087471763686,7.408494911350309,7.858285777568817,-0.05775746702062021
3.258865131490595,6.677695843696593,7.897613495826721,-0.40485168708952346,7.409682817272143,7.858262072563171,-0.05931371035434232
3.3297946481110188,6.677655813217163,7.897815736770629,-0.40434629059593274,7.407762467522174,7.858284698486328,-0.05760254174034194
3.4007403428184215,6.678101926803588,7.8967516918182366,-0.4046697443518308,7.409417006075964,7.858581655025482,-0.057831339928655336
3.471686037525824,6.678057928085327,7.897119032382965,-0.40439749151173204,7.408491052297875,7.858963302135467,-0.056629157540349674
3.5426155541462476,6.677584663391113,7.897609179496764,-0.4043319316675167,7.409150153495837,7.858182672977447,-0.05559021349614209
3.6135612488536504,6.677523260116577,7.897401577949523,-0.404681458214486,7.407832593606784,7.858124228477478,-0.05906734137204614
3.684506943561053,6.678557717323303,7.8981773686409,-0.4045346570647589,7.408898921343497,7.859840561389922,-0.057267185188520066
3.755436460181477,6.677863136291504,7.89848643875122,-0.4044039152428655,7.407497376821935,7.8593125071525565,-0.055916123384532355
3.8263821548888797,6.678425024986267,7.897498660564422,-0.4046138201043157,7.408466622759588,7.8586462607383725,-0.0571417334981484
3.897311671509303,6.679116960525512,7.896460896492004,-0.4047099871380494,7.408791989585384,7.858618726730346,-0.056711154578935975
3.9682573662167058,6.677074083328247,7.897505900859832,-0.40454920492644353,7.408189260419458,7.859251939296722,-0.05589741899093779
4.039203060924109,6.6780236063003535,7.895541761875152,-0.40465519649014614,7.408585092310793,7.85901565504074,-0.05509766446481837
4.110132577544532,6.6775458164215085,7.896261823177337,-0.40432475220330866,7.408528937393799,7.858580227851867,-0.0563922352214851
4.181078272251935,6.6775330066680905,7.898952672004699,-0.4047264243324204,7.4080780481602995,7.858906354427337,-0.05610959105161157
4.252023966959338,6.676779389381409,7.898390748500823,-0.40458925877939356,7.408076364133507,7.85951426076889,-0.0572720974535045
4.322953483579761,6.677822131156921,7.897407356262207,-0.4045076396073445,7.408354473169893,7.859122727870941,-0.056878549454943965
4.393899178287164,6.675414175987243,7.8977983670234675,-0.4046019173083919,7.406893804758787,7.859721827507019,-0.05302072104274636
4.464844872994567,6.676834387779236,7.898465309619903,-0.4045276665338195,7.407165101815014,7.858637836933135,-0.05252288187990094
4.53577438961499,6.6773241519927975,7.897053730487823,-0.4050317404945298,7.407323300937191,7.859998385906219,-0.05122302099171251
4.606720084322393,6.676178723335266,7.898473176479339,-0.4045159526711643,7.40750906955637,7.8590894851684565,-0.05254989933731532
4.6776657790297955,6.676482119560241,7.8977420110702505,-0.40491592440085833,7.40789774062857,7.858562614440918,-0.05264833357027261
4.74859529565022,6.67565052986145,7.897768048286437,-0.4044964925444952,7.406960047315805,7.859410251140594,-0.050085264848010375
4.8195409903576225,6.675759621620178,7.896825904846191,-0.40503344089394744,7.406965924888849,7.858900471687316,-0.05223438077869982
4.890486685065025,6.677234971046447,7.896199793338775,-0.4048698246833121,7.4075758596770465,7.858569297790527,-0.05147109037342638
4.961416201685449,6.6768233184814445,7.896920237541198,-0.40459265957822893,7.408179414063691,7.8593495092391965,-0.05112647609144154
5.032361896392851,6.677386181831359,7.898186001300811,-0.4046769238160388,7.408180494913831,7.858951258182525,-0.05180928092427773
5.103307591100254,6.676630197525024,7.8969554643630975,-0.40487927134674373,7.408861644999123,7.857518619537353,-0.05324082830070269
5.1742371077206775,6.676745624542236,7.8966108889579765,-0.4051341423261283,7.407704692417755,7.858654406070709,-0.050645263056235734
5.24518280242808,6.677510659217834,7.896377493858337,-0.4048295818970935,7.408512820774689,7.85831271982193,-0.05252703841181084
5.316128497135483,6.678512395858764,7.897918075561523,-0.4050415650244986,7.408911820499226,7.8588320021629325,-0.053542554730708056
5.387058013755907,6.677566353797912,7.897439798355102,-0.404984885043909,7.408408336464316,7.85883729314804,-0.05295289399930746
5.458003708463309,6.67690122127533,7.897097694396972,-0.40491082320260524,7.407602091470733,7.858809515476226,-0.052728252342903965
5.528949403170712,6.677658667564391,7.898420614719391,-0.40560723123078296,7.408475693048909,7.859137382507324,-0.052699723419340525
5.599878919791136,6.677488799095153,7.8961944675445555,-0.40480161977333595,7.409058160115964,7.858294201374053,-0.050509042169552036
5.670824614498539,6.677013445854187,7.895932528972625,-0.4049871522431326,7.40796087280102,7.858014893054961,-0.051581427402307485
5.741770309205942,6.676543731689453,7.8971116876602165,-0.40522842002717574,7.407659659352153,7.85887784576416,-0.05253138387698938
5.812699825826365,6.67680208492279,7.896529470443725,-0.40497846131277554,7.408001724557951,7.858517780303955,-0.0500081800744085
5.883645520533768,6.677236084938049,7.896197565555572,-0.4054472047522516,7.406739808157086,7.857144560813904,-0.053012974778732444
5.95459121524117,6.676980098724365,7.895646049976349,-0.4049548446541965,7.4074032888785,7.8577122974395746,-0.05359734537861134
6.025520731861594,6.677284678459167,7.896176888942718,-0.4047848047124277,7.40835432767868,7.858151936531066,-0.051318432292371687
6.0964664265689965,6.676297909736633,7.896961904048919,-0.4050205934316805,7.406950559657067,7.859196488380432,-0.051840832780139276
6.167412121276399,6.676029740333557,7.897945853233337,-0.40486340095217865,7.40766696409881,7.858434551715851,-0.05401073137037825
6.2383416378968235,6.676136813163757,7.896761682033539,-0.40567827013978863,7.4073337499257175,7.858618169784545,-0.049560219294481934
6.309287332604226,6.675210542678832,7.896511474132537,-0.4049982993059819,7.407574870744719,7.859239164352417,-0.04549588681966951
6.38021684922465,6.675876301765442,7.89634230184555,-0.4054422924872672,7.407276871835813,7.858325529575348,-0.04857304296587953
6.451162543932052,6.676895303726196,7.895772755146026,-0.40510070113758045,7.40714342117682,7.8580066781044,-0.047110132666861655
6.522108238639455,6.67555452632904,7.895402351379394,-0.40592974032033785,7.407339718872681,7.858781807422638,-0.045684442221764286
6.5930377552598785,6.676163198471069,7.895788001537323,-0.4051384877913069,7.407582925518974,7.857798032283783,-0.04893485017530989
6.663983449967281,6.676230728149414,7.895364444255828,-0.40529171267216746,7.406982356421649,7.857377016067504,-0.048991341222630866
6.734929144674684,6.676896835327148,7.895173063755035,-0.4054694988779502,7.4066701744310555,7.857085002422332,-0.04775061644752426
6.805858661295107,6.677093228340149,7.895685279846191,-0.40622806595150784,7.407895494488999,7.8580620594024655,-0.04882961434468184
6.87680435600251,6.675965691566467,7.897188650608062,-0.4061829109003048,7.407421204965561,7.8584374060630795,-0.04880184115419293
6.947750050709913,6.677018249511718,7.895691963195801,-0.40507991847803093,7.4077846184913065,7.857992406368255,-0.04837315156766683
7.018679567330337,6.676107434272765,7.895961629390716,-0.405570767109937,7.406940254528075,7.857985897064209,-0.049048965869563636
7.08962526203774,6.675212840080261,7.895545590877532,-0.40561592216114006,7.406587402440607,7.858433890342712,-0.04721121196557979
7.1605709567451425,6.67588911151886,7.8945290951728815,-0.4053591618490691,7.406871380619704,7.858960865497589,-0.04628562788255144
7.231500473365566,6.675682415008544,7.897209466457366,-0.405279620942975,7.4063049561344085,7.859456790924072,-0.04877954702849435
7.302446168072969,6.6755844621658325,7.896222071170806,-0.4055709560432056,7.406860009189694,7.858380284309387,-0.04770376099690352
7.373391862780371,6.674760043144226,7.897411881446838,-0.4055839924387412,7.406533431455492,7.859366809368133,-0.04803458315027822
7.444321379400795,6.676098592758178,7.896529748916626,-0.4050077459694135,7.406970133528113,7.858926891803741,-0.04830778065672015
7.5152670741081975,6.6764427852630615,7.896725933074951,-0.40518307604270404,7.407532651234417,7.85922064590454,-0.04851371791952907
7.5862127688156,6.676952390670776,7.896442238807678,-0.4053599175821436,7.407127722810953,7.858412343502044,-0.04600959637708003
7.6571422854360245,6.67528698348999,7.896506879329681,-0.4055514959165365,7.407709606077521,7.859446765899658,-0.046546733659800915
7.728087980143426,6.676116066932678,7.897849988937377,-0.4052941688046597,7.407247611513361,7.859062020778656,-0.04741507096243376
7.799033674850829,6.675687636375427,7.897272053241729,-0.40550577406552757,7.407458541546016,7.859562297344207,-0.0485870240277583
7.869963191471253,6.675761362075805,7.898010563373565,-0.40538769077263254,7.407505861543118,7.859814976692199,-0.04891671258152121
7.940908886178656,6.676332022666931,7.897728122234344,-0.40527093001261794,7.407765270879492,7.860286814212799,-0.048202922692629366
8.011854580886059,6.676207684516906,7.899177016735076,-0.405145100455709,7.407818902203813,7.860789771080016,-0.04621477790681442
8.082784097506483,6.676063435554504,7.897709394931793,-0.4055554635151778,7.407326785111799,7.859724612236023,-0.04471068015523476
8.153729792213884,6.67543366909027,7.898280612468719,-0.40530097040233043,7.40763451343961,7.860147020816802,-0.04873495877709719
8.224675486921287,6.676581812858581,7.897505517959594,-0.40524277895559174,7.4081523431800305,7.859611447811126,-0.045701824082478436
8.295605003541711,6.676275840759277,7.8980006775856015,-0.4049210255991114,7.407519012453034,7.8608394436836235,-0.04645207809221626
8.366550698249114,6.676636045455933,7.898234211921691,-0.4048907962761303,7.407270492658019,7.860449790477753,-0.046316990805144356
8.437496392956517,6.676223557472229,7.89838114118576,-0.4051485012545444,7.407817905385047,7.859590144634247,-0.04620174151127881
8.50842590957694,6.676202393531799,7.897567443370819,-0.4054364355559396,7.407305821187793,7.859513181686401,-0.0481536111095164
8.579371604284344,6.676197729110718,7.896183537483215,-0.40545797394856364,7.4068328934349115,7.858413631439208,-0.05139910679807757
8.650317298991746,6.676115161895751,7.896712914466858,-0.40521859549720685,7.406727658960968,7.8587512450218195,-0.05081757019722816
8.721246815612169,6.676668487548827,7.895370257377624,-0.40525846041688823,7.407370481289923,7.858266632556915,-0.048749695572050486
8.792192510319571,6.676759687423706,7.896860400676727,-0.4050666931492267,7.407183459814638,7.8589217400550835,-0.049040086005937934
8.863122026939996,6.676146907806396,7.895894099712371,-0.405550740183462,7.407935769720003,7.858669826507568,-0.048900086453881594
8.934067721647398,6.676021803855895,7.896429115772247,-0.4054156528963901,7.407842476675286,7.858665022850036,-0.044979154329960885
9.005013416354801,6.6748107948303215,7.8961151027679435,-0.4055709560432056,7.40698370173946,7.858444959640503,-0.044846523175381195
9.075942932975225,6.675867738723754,7.897254822731018,-0.4057765154394773,7.408701668164692,7.859836697578429,-0.04649704421015069
9.146888627682628,6.677191598892212,7.897182384967803,-0.4056988638660695,7.409616059045656,7.858231301307677,-0.043695730636143446
9.217834322390031,6.67689084815979,7.896973878383636,-0.4053984599689446,7.407902080345899,7.860103857517242,-0.0443010728288405
9.288763839010453,6.676123655319214,7.897508581161499,-0.40583414008641006,7.407601057259366,7.859924625396728,-0.04297022688459642
9.359709533717856,6.676857431411743,7.897278666973113,-0.4054948159359469,7.408788109865039,7.859538627147674,-0.0434589972505475
9.430655228425259,6.676636672019958,7.8977611212730405,-0.40561818936036365,7.408038987712934,7.8598120179176325,-0.04696144218444824
9.501584745045683,6.676432899475097,7.897622441768646,-0.40582544915605295,7.407453346965834,7.860017148017882,-0.04484671210864983
9.572530439753086,6.677017692565918,7.896946901321411,-0.4058127906270546,7.407658933255821,7.859409520149231,-0.04323076586204
9.643476134460489,6.6769576816558835,7.8969003267288205,-0.4059533569789169,7.408334840286523,7.859467164039612,-0.045737154603712624
9.714405651080913,6.675669187545776,7.897372059822082,-0.4060438560145916,7.408226862691342,7.859369385242462,-0.04370612196591821
9.785351345788316,6.676841836929321,7.897793807029724,-0.4054961384688273,7.407711892873048,7.859754548072814,-0.04075498430988576
9.856297040495718,6.676719308853149,7.897051119804382,-0.4057283374559761,7.407663517860695,7.85971378660202,-0.041432876877737515
9.92722655711614,6.6759418821334835,7.8983915839195245,-0.40564860761661337,7.407577750246971,7.860086661815643,-0.04264922926119058
9.998172251823544,6.675641618728637,7.8980378537178035,-0.4055133313962728,7.406371468190104,7.860015790462493,-0.047339497654980946
10.069117946530946,6.674761017799377,7.8987744493484495,-0.40550161753361763,7.406647878378629,7.860523202896117,-0.04972591377107223
10.14004746315137,6.675799095153808,7.897013839244842,-0.4055273124581516,7.407772226583212,7.8601169805526725,-0.04399934639883513
10.210993157858773,6.674968619346618,7.898131594657897,-0.4056599436127313,7.40806304760836,7.860786429405212,-0.04208545238759258
10.281938852566176,6.6751373739242545,7.898029917240143,-0.40587967300415034,7.407228128744289,7.860785976886749,-0.04257648995276725
10.352868369186599,6.675618505477905,7.8972243647575375,-0.40579276370057965,7.406927048549056,7.860363359451293,-0.04201082374648292
10.423814063894001,6.676684778213501,7.896350934505462,-0.40569432946762235,7.407749284522607,7.859450873374938,-0.04277694815078584
10.494759758601404,6.67614614200592,7.896953097343444,-0.4057105777287247,7.406999749284237,7.860166827201843,-0.043775460475506164
10.565689275221828,6.67666263961792,7.895965945720672,-0.4058768390051209,7.406178692877292,7.859226076126098,-0.04703210322691662
10.636634969929231,6.675208245277404,7.896511752605438,-0.40577897157196946,7.406854209665209,7.859461664199829,-0.04414917048086034
10.707580664636634,6.675481705665588,7.897244623661041,-0.40563311508858557,7.406802270118146,7.85946128129959,-0.0450883577592302
10.778510181257058,6.675901016235351,7.897216010570526,-0.40544909408493796,7.407213561538606,7.860208563327789,-0.043261939851364284
10.84945587596446,6.675312533378601,7.897167486667633,-0.4055367591215832,7.408081806864589,7.8593252472877495,-0.04585712722929397
10.920401570671864,6.674857021331786,7.897568174362182,-0.4055804027066372,7.406737798746675,7.8596105427742,-0.044330357485478464
10.991331087292286,6.675362380027771,7.896288486957549,-0.4058275274220079,7.407580667549744,7.85931964302063,-0.04341686513164256
11.062276781999689,6.67498421382904,7.896361412048339,-0.4052818881421986,7.407995068946853,7.858883345603942,-0.047177015043957396
11.133206298620113,6.6762710371017455,7.895715111255646,-0.40573759518613906,7.4070454484820365,7.85772535085678,-0.04584163470126614
11.204151993327516,6.675265332221985,7.8972245388031,-0.4053716314447988,7.406711018845439,7.858232171535492,-0.04651026953895493
11.275097688034919,6.675501825332641,7.895658616065979,-0.40563651588742095,7.406928029187023,7.858266667366028,-0.04714886398693122
11.346027204655343,6.675020902633666,7.895373738288879,-0.4053474479864139,7.406495357085019,7.8585873637199395,-0.044498130228023715
11.416972899362746,6.675760248184203,7.8967749094963064,-0.4053880686391698,7.405725401815027,7.858847213745117,-0.04665064695754854
11.487918594070148,6.675135772705078,7.89606055688858,-0.4056011853661867,7.405840764924883,7.857344991683959,-0.04348941550679726
11.55884811069057,6.67565080833435,7.895673688411712,-0.40579389730019144,7.40716450162977,7.8583183937072745,-0.04151071738441391
11.629793805397973,6.674927683830261,7.896139956474304,-0.40622919955111964,7.405987820643931,7.858892674446105,-0.042080540122608145
11.700739500105376,6.675799443244934,7.896317274093628,-0.4057236141242603,7.406767901286482,7.85969304037094,-0.04021954742658256
11.7716690167258,6.675671136856079,7.8969451608657835,-0.4062531940762359,7.4069378823414445,7.85898122882843,-0.03994521632052884
11.842614711433203,6.675436941146851,7.896970258235931,-0.405977918303839,7.406118805430829,7.859208497524261,-0.04129249945914391
11.913560406140606,6.674738183021545,7.8965377550125115,-0.4057623454443299,7.406182958353311,7.859432215690612,-0.039867564747121075
11.98448992276103,6.674356327056884,7.897820714473724,-0.4057194575923504,7.406108340941369,7.860760705471038,-0.045824063907283365
12.055435617468433,6.673639259338379,7.896765336990356,-0.40614569104638426,7.406117822345346,7.859807910442352,-0.04510536175340709
12.126381312175836,6.6748323764801025,7.896832831859588,-0.40612812025240147,7.406891890257596,7.860542661190032,-0.046279204151417945
12.197310828796258,6.67407520866394,7.896316403865813,-0.40603233108520503,7.406784499522298,7.860718307971954,-0.0471375279908133
12.268256523503661,6.674456577301025,7.896564592838287,-0.4062091726246446,7.406515470225363,7.861514984130859,-0.04515694053574364
12.339202218211064,6.675169467926025,7.89827201461792,-0.40592312765593574,7.406709478814155,7.860232511997222,-0.04181471101364286
12.410131734831488,6.675901433944702,7.897740409851074,-0.4063555959078345,7.406587446223944,7.859656038284301,-0.038680119153768705
12.48107742953889,6.6759123640060425,7.897504995822906,-0.40569584093377137,7.4059937727302305,7.860580881595611,-0.04722708236014488
12.552023124246293,6.676097687721252,7.89769146823883,-0.40565370881486645,7.407428225936368,7.860609773159027,-0.03981201836614325
12.622952640866716,6.676464854240417,7.898549512863159,-0.40602647415387744,7.407286230320111,7.860487906455993,-0.04021199009583728
12.693898335574119,6.675427264213561,7.897863181591034,-0.40596847164040745,7.405757616017014,7.8615465211868285,-0.043860480446390585
12.764844030281521,6.674894336700439,7.898986924171448,-0.405779727305044,7.40677803889662,7.861675837039947,-0.04461923645321685
12.835773546901946,6.675522501945495,7.8980366353988645,-0.4059495783135442,7.407041977088898,7.861149662494659,-0.04417146460655892
12.906719241609348,6.675036566734313,7.898374562263489,-0.40547951234118773,7.406839439451694,7.860536256313323,-0.04690665153654495
12.977664936316751,6.67558348751068,7.897207656383514,-0.4060933565309732,7.406431243866682,7.861447071552276,-0.045865440293113784
13.048594452937175,6.675818309783935,7.8992510905265805,-0.40552334485951036,7.407413241429254,7.860708387374878,-0.040962999838649636
13.119540147644578,6.676036562919617,7.897801639080047,-0.40592501698862204,7.405859853100031,7.861273478507995,-0.046234804833289414
13.19048584235198,6.675321026802062,7.896976906776428,-0.4062579174079517,7.406374070987105,7.860934820652008,-0.046741712793029175
13.261415358972403,6.67539036655426,7.89767740535736,-0.4057912522344306,7.407069459699094,7.86135890007019,-0.04646152475564786
13.332361053679806,6.675195157051086,7.899907416343688,-0.40559551736812777,7.405806983768939,7.862434954166412,-0.045941958266909756
13.403306748387209,6.674992498397827,7.89770403432846,-0.4061264198529838,7.407376062985509,7.860165191173553,-0.04085266280976852
13.474236265007633,6.6745237588882445,7.898244341373443,-0.4055093637976316,7.40581730684638,7.860411291599273,-0.04472730628287438
13.545181959715036,6.675888136863708,7.898091181278228,-0.4063735445683545,7.406400946613401,7.860700242042541,-0.046244818296526914
13.61611147633546,6.675162923812866,7.896375405311584,-0.4058333843533355,7.407214346919209,7.860775081634521,-0.04049538999878534
13.687057171042863,6.674624287605285,7.896013460159301,-0.4059089576607883,7.406021221619099,7.860644094944,-0.044051114114440314
13.758002865750266,6.674512132644653,7.89693732881546,-0.40617327530360453,7.4064382464811205,7.860208563327789,-0.04534511807130114
13.828932382370688,6.676416399955749,7.896463681221007,-0.40622504301920975,7.40666781964898,7.859228373527526,-0.04260256274383847
13.89987807707809,6.674687152862548,7.89674340724945,-0.405641617085674,7.407647093398496,7.859876588821411,-0.04237206415610738
13.970823771785494,6.675280508995056,7.896504233837128,-0.4060221286886989,7.405376313462853,7.861043633937835,-0.046085547551070104
14.041753288405918,6.675755653381347,7.8963303623199455,-0.4060638829410666,7.407670784534886,7.860095816612243,-0.04169417158825563
14.11269898311332,6.674386332511902,7.897304913043976,-0.40609241186463,7.407100961130112,7.8598902339935295,-0.04355988761599701
14.183644677820723,6.67494529724121,7.89661148071289,-0.405692440134936,7.4068709060736,7.859803350448608,-0.042511307975089195
14.254574194441147,6.675934850692749,7.896957761764526,-0.40589195366661146,7.406635959248989,7.859636023044586,-0.041707019050522605
14.32551988914855,6.675567684173584,7.89734198474884,-0.40570434293085983,7.407668777707964,7.859698853492736,-0.04350566376789961
14.396465583855953,6.675890295028686,7.89764816570282,-0.4057874735690579,7.407079377576708,7.859545275688171,-0.04176048716554547
14.467395100476375,6.6759727230072015,7.897017563819885,-0.4058645583426598,7.408276819750666,7.8597594213485715,-0.04003949402157623
14.538340795183778,6.675014776229858,7.896581823348998,-0.4057277706561702,7.406569596219807,7.859866528987884,-0.042507907176253815
14.609286489891181,6.676058631896972,7.89814896440506,-0.405396192769721,7.408107035448774,7.860374672412872,-0.03918494884755352
14.680216006511605,6.67617809677124,7.896979413032531,-0.40602118402235576,7.405736042797565,7.8596660981178275,-0.04646568128755777
14.751161701219008,6.675244098663329,7.896350864887237,-0.405987176034002,7.406495891731232,7.859506324291229,-0.04018346117227384
14.82210739592641,6.67588214969635,7.895895805358887,-0.40593162965302415,7.407700577192008,7.85853765630722,-0.04131592718445428
14.893036912546833,6.674602984428406,7.896638214111328,-0.4058915758000742,7.406695721056312,7.859268264770507,-0.04209886664966545
14.963982607254236,6.675130272865295,7.895973325252532,-0.40575554384665913,7.406860220763832,7.858513115882873,-0.044590518596384784
15.034928301961639,6.674714025497436,7.895601076602936,-0.4056206454928558,7.406688472058623,7.857942420482635,-0.0407935266966867
15.105857818582063,6.67477389717102,7.894602925300598,-0.4062520604766241,7.406491007305681,7.859122101306915,-0.040831880150219
15.176803513289466,6.673371646881103,7.896668323993683,-0.40613945624851944,7.405764971617609,7.859244037628173,-0.04433791481622375
15.247749207996868,6.675443206787109,7.8962724747657775,-0.40573287185442325,7.406388854254037,7.859787512302399,-0.04138696609345993
15.318678724617293,6.6755447797775265,7.896861305713653,-0.4057120891948737,7.407409539153799,7.858765621185302,-0.04285951198917804
15.389624419324695,6.675188055992126,7.896192100524902,-0.4055909829696806,7.406995145779103,7.85919304227829,-0.04337756701176709
15.460570114032098,6.675065388679504,7.896517913818359,-0.4064001841592316,7.406009627193212,7.858706758975982,-0.0396295088286447
15.53149963065252,6.675722445487976,7.896566646575927,-0.4057315493215429,7.406280824445187,7.859260084629058,-0.04278771734709787
15.602445325359923,6.675628321647643,7.896713610649108,-0.40576990277507513,7.406196890700608,7.858942973613739,-0.043959103612616506
15.673391020067326,6.675681161880493,7.895845227718353,-0.40549160407038015,7.406861825790256,7.858444472312927,-0.042203913547024866
15.74432053668775,6.6761762866973875,7.895284557342529,-0.4056157332278714,7.4067791449017815,7.859200004100799,-0.042558541292247204
15.815266231395153,6.675388904571533,7.8967427458763115,-0.40621162875713684,7.407039474911987,7.860282532691955,-0.0405889119667582
15.886211926102556,6.675348526000976,7.896984843254089,-0.40593843125069495,7.406656805284321,7.859571417331695,-0.042679080717634446
15.95714144272298,6.675512546539307,7.896637935638427,-0.4057015089318304,7.406825840782374,7.85918472290039,-0.04381268032942668
16.028087137430383,6.674437571525574,7.897245459079742,-0.4057171903931268,7.405739958822727,7.859142151355743,-0.04426423084145725
16.099016654050807,6.674921348571777,7.898530715942383,-0.4058031550303544,7.406100164879113,7.860615551471709,-0.0463249260024269
16.169962348758208,6.676068378448486,7.898266479969024,-0.40534291358796676,7.406555511310696,7.860701878070831,-0.04849199059363639
16.240908043465613,6.67480244064331,7.897990339279175,-0.4056043972317535,7.407119527440518,7.860014189243316,-0.0403842972368297
16.311837560086033,6.675025218963623,7.898491555690765,-0.40566069934580584,7.405490459885447,7.859942412853241,-0.04782222215633581
16.382783254793438,6.67559372138977,7.896289461612701,-0.40589667699832727,7.407805450929328,7.8602910957336425,-0.0411921758935003
16.45372894950084,6.673430752754211,7.898036426544189,-0.4057094441291129,7.405775255806744,7.860114822387695,-0.04881053208455
16.524658466121263,6.674272158622741,7.897293217182159,-0.4060174053569831,7.405485071543604,7.860375020503997,-0.048233529882147755
16.595604160828668,6.674131947517394,7.8966196608543395,-0.4060806980019748,7.406342077061534,7.8606306586265555,-0.04616093192525429
